customer_id,name,email,phone,age,gender,city,state,signup_date,customer_segment,is_active
1405,Kathy Chaney,justin05@example.org,217-406-9842x81449,45,Other,Makaylachester,Louisiana,2025-08-15,Occasional,True
1406,Heather Murphy,ryan48@example.com,4453448543,34,Other,North Laurafort,Missouri,2024-10-10,Regular,True
1407,Suzanne Norris,arnoldrobert@example.net,001-271-872-5070x5935,57,F,Ramosborough,Louisiana,2025-09-29,Occasional,False
1408,Thomas Mejia,rcarter@example.org,001-281-245-7368x970,66,M,North William,South Carolina,2024-09-22,Regular,False
1409,Jason Foster,ysmith@example.com,601.677.8791x147,29,F,West Pamelaland,Tennessee,2025-08-17,Occasional,False
1410,Elizabeth Davis,cmorton@example.org,3106123432,34,F,Tammyside,Missouri,2025-08-11,Occasional,True
1411,Lisa Mclean,dan25@example.com,001-359-792-4144x75661,67,Other,West Michelleport,New Hampshire,2025-03-01,Regular,True
1412,Katie Schwartz,rodriguezdavid@example.net,(435)333-9957x27850,72,Other,Douglaschester,Nebraska,2025-02-14,Premium,True
1413,Patricia Guzman,bmoore@example.com,258-290-3752,46,Other,South Joe,Alaska,2025-11-02,Premium,True
1414,Kimberly Mitchell,kleingeorge@example.com,001-855-881-3036x67062,31,Other,West Krystalmouth,Louisiana,2023-08-12,Regular,True
1415,Hannah Ward DDS,williamknapp@example.net,766.651.2193,69,Other,Cookton,Maryland,2025-11-23,Occasional,True
1416,Samantha Jones,leslie01@example.org,497-528-5746,28,F,Villanuevatown,Washington,2023-05-28,Occasional,True
1417,Sabrina Weber,farmeraaron@example.org,+1-555-288-8015x47565,69,M,Port Jamestown,Connecticut,2025-04-26,Premium,False
1418,Stacy Obrien,djenkins@example.com,+1-322-708-9626x79122,56,F,Elizabethberg,Ohio,2024-08-21,Premium,True
1419,Alexander Larsen,thomasmatthews@example.com,(491)448-2304x091,34,M,Nolanville,South Dakota,2024-08-27,Regular,True
1420,Chloe Coleman,aguilarnancy@example.org,+1-234-641-8515x27693,56,M,Lake Marciafort,New York,2023-12-20,Occasional,False
1421,Jamie Lawson,murphydavid@example.com,(957)574-2594x90916,43,Other,North Jose,Arizona,2023-09-13,Occasional,True
1422,Ian Butler,ajohnson@example.net,655-267-7269x1049,63,Other,Codyfort,Iowa,2023-04-24,Premium,True
1423,John Moore,ddaniel@example.com,475-221-2565x80802,58,F,East Robertside,California,2024-02-29,Regular,True
1424,Nathan Smith,vmartin@example.org,931.944.9145,30,Other,South Gabriellestad,Colorado,2025-10-27,Occasional,True
1425,Lawrence Johnson,logan25@example.net,(429)791-4176x043,30,M,North Kevinberg,Nebraska,2023-09-26,Occasional,True
1426,Steven Taylor,rhodesmatthew@example.net,502.394.3474,57,M,Avilaton,Illinois,2024-10-21,Occasional,True
1427,Carol Price,tyler03@example.com,381-401-9661,41,M,Hartfort,Connecticut,2024-05-09,Occasional,True
1428,Misty Thomas,benjamin29@example.net,699-473-8022x1661,28,M,Thomasview,Massachusetts,2024-10-29,Regular,False
1429,Savannah Thornton,phillipschristina@example.net,(965)852-7832x439,40,Other,Graytown,Virginia,2023-11-13,Regular,False
1430,Lisa Foley,brady52@example.com,+1-496-570-1832x4594,55,M,Lake Brittany,Arkansas,2025-11-07,Occasional,True
1431,Duane Evans,johnny10@example.net,218-529-2786,65,Other,West Todd,Alaska,2023-07-10,Premium,True
1432,Laura Andrews,jonathan89@example.org,(515)895-8371,53,F,Rodriguezshire,Nevada,2023-04-18,Occasional,True
1433,William Wallace,gschultz@example.org,+1-922-351-7186x46818,40,F,East Stephanie,Colorado,2025-06-08,Premium,True
1434,Misty Joseph,victoriagarcia@example.com,(364)686-7631,47,F,Morrisland,Nebraska,2024-08-31,Occasional,True
1435,Juan Jordan,irice@example.org,001-529-261-2645x725,34,M,Mcintyrechester,South Dakota,2025-10-27,Regular,True
1436,Amy Santiago,brandi15@example.net,771.736.2319x1987,53,M,New Cherylmouth,Illinois,2025-06-01,Occasional,True
1437,Hailey Bird,fhiggins@example.org,(267)540-3894x19140,39,M,Mooreshire,Arizona,2024-10-09,Occasional,True
1438,Melvin Moore,lewisnicholas@example.com,001-559-918-3985x9186,74,Other,East Kristenburgh,Nebraska,2023-12-15,Occasional,True
1439,Eric Webster,jonespatricia@example.net,+1-787-586-0182,62,F,Lake Arthurmouth,Oregon,2023-10-18,Regular,False
1440,Monica Chambers,solomonkristen@example.org,(369)744-5742,67,M,Russoland,Georgia,2024-08-12,Regular,False
1441,Sheena Greene,jodyclark@example.org,001-420-851-9471x286,61,F,Reyesport,Alabama,2025-01-10,Occasional,True
1442,Todd Martin,ibarajas@example.com,(981)265-1433,48,M,Hansenhaven,Mississippi,2024-07-23,Regular,True
1443,Melanie Boyd,nelsonjustin@example.net,601-208-6081x588,42,Other,East Kathleen,Hawaii,2024-02-14,Premium,True
1444,Cody Davis MD,zguerra@example.org,001-588-805-7111,69,F,East Johnville,Connecticut,2023-01-20,Regular,True
1445,Kenneth Fernandez,shannon24@example.org,462-784-1901x416,51,Other,South Cody,Nebraska,2024-03-04,Premium,True
1446,April Andrade,jacqueline13@example.com,+1-939-418-0740,33,F,Port Kathleen,Minnesota,2025-01-23,Premium,False
1447,Jackie Wood,lcross@example.net,331.703.2905x609,61,Other,Josephport,South Carolina,2023-06-21,Regular,True
1448,Glenn Alvarez,david20@example.com,665-238-7917,53,M,Contrerasside,Kentucky,2023-01-09,Regular,True
1449,Michael Lewis,megancox@example.net,252-758-2591,40,M,Marymouth,Nebraska,2025-07-05,Occasional,True
1450,Diane Bartlett,andrew66@example.com,+1-251-966-7385x1415,29,Other,Port Jamesborough,Massachusetts,2024-06-11,Occasional,True
1451,Claudia Jenkins,joseph10@example.org,8412794904,49,Other,New Brent,Louisiana,2025-09-25,Premium,True
1452,Stephanie Wright,thompsonsonya@example.net,001-715-361-0164,65,M,Port Vanessa,Pennsylvania,2024-03-22,Regular,True
1453,Terry Snow,hcook@example.com,(282)999-9740x6455,32,M,Tiffanyfurt,Delaware,2023-11-14,Premium,True
1454,Heather Robinson,vickiwong@example.net,219-468-4834x868,27,M,Spearsmouth,Indiana,2024-04-07,Premium,True
1455,Peter Jones,larsenkelli@example.com,750.944.0820,61,Other,Glenville,Wyoming,2024-09-09,Regular,True
1456,Amy Norton,carolynbrown@example.org,852-516-0038,66,Other,Markborough,Idaho,2024-04-10,Premium,False
1457,Antonio Walker,evansdavid@example.org,716.433.3021,41,Other,North Lydiatown,Tennessee,2023-02-15,Regular,False
1458,Brenda Mcdonald,stacey46@example.com,599-799-0710,75,Other,Ryanfort,Colorado,2024-08-04,Regular,False
1459,Stephen Riley,reedandrew@example.com,803.248.6943x15083,29,Other,Briannaborough,Indiana,2024-01-20,Regular,False
1460,Zachary Byrd,richard34@example.net,001-366-691-6863x33815,32,Other,New Robertchester,West Virginia,2022-12-31,Premium,True
1461,Tracy Chang,michelle52@example.com,+1-501-653-5063,51,F,Shaneview,Louisiana,2024-11-07,Regular,True
1462,Victor Wiley,sandra54@example.com,680-339-6166,50,F,Stevenside,Iowa,2025-09-24,Regular,True
1463,Allison Peck,xmiranda@example.net,571-315-3740x899,47,M,Debbieport,Maryland,2024-10-08,Occasional,False
1464,Jessica Morrow,carolyn55@example.com,7386133909,38,Other,Smithborough,Pennsylvania,2024-09-27,Premium,True
1465,Thomas Vasquez,heidilawson@example.com,412-949-7772x214,61,M,Jacksonview,Louisiana,2023-07-31,Regular,True
1466,Christopher Miller,damonpatterson@example.com,001-411-678-8065,38,F,Bryanville,Vermont,2025-01-20,Occasional,True
1467,Wayne Moore,michaelpham@example.net,965-700-8589x349,29,Other,Angelamouth,Iowa,2024-08-16,Regular,True
1468,Shannon Phelps,mcdanielvictor@example.org,+1-751-806-8526x1846,35,F,Robinsonchester,Kentucky,2025-08-20,Occasional,True
1469,Patrick Goodwin MD,susanhickman@example.com,(782)359-1535x0463,41,M,New Jamesburgh,Michigan,2024-08-15,Regular,False
1470,Brian Scott,janetrodriguez@example.net,2223099188,31,F,Jessicafurt,Connecticut,2023-02-12,Occasional,True
1471,Sabrina Wright,zburton@example.com,001-844-473-8072x05687,41,F,Melissamouth,Massachusetts,2024-12-09,Regular,False
1472,Hector Rodriguez,rbanks@example.net,208-863-6624x9837,29,Other,East Bonnieland,New Hampshire,2023-07-17,Premium,True
1473,Michael Wallace,mackemily@example.org,+1-429-682-3800x6651,70,M,Houseland,South Carolina,2023-09-13,Occasional,True
1474,Christopher Green,jcarter@example.net,001-253-504-4038x97534,69,M,East Alexander,West Virginia,2024-05-24,Occasional,False
1475,Sarah Wilson,michelle28@example.com,+1-524-646-9383x6726,72,F,Jonathanstad,Kentucky,2025-03-15,Premium,True
1476,Diane Anderson,matthewparrish@example.org,513-483-1672x2560,69,Other,North Taraberg,Louisiana,2024-06-05,Premium,False
1477,Edward Hayden,smithtroy@example.com,6215045860,69,M,South Ashleyfurt,Arizona,2023-02-27,Premium,False
1478,Christine Haley,vperez@example.org,833-234-5804,49,M,Johnsonville,Alaska,2025-05-01,Occasional,True
1479,Rebecca Curtis,gregjimenez@example.net,439.207.7183x354,68,F,Bretthaven,New Jersey,2023-11-13,Regular,True
1480,Travis Lee,ulopez@example.com,+1-607-395-6956x50386,53,Other,Mooneyshire,Idaho,2025-08-15,Premium,False
1481,Jacob Martinez,gsantana@example.com,(374)337-9187,24,Other,Williamtown,North Carolina,2024-03-26,Premium,True
1482,Joshua Fry,patrick35@example.org,327-622-4262x239,31,F,East Davidmouth,Wisconsin,2023-03-05,Regular,True
1483,Matthew Jenkins,janetjones@example.org,001-755-346-3109x89404,46,Other,East Glennchester,Mississippi,2025-07-10,Regular,True
1484,David Hart,patrickschneider@example.net,617-980-7065,41,F,Jeremybury,Texas,2025-03-09,Occasional,True
1485,John Tran,ryanspencer@example.org,001-420-416-9339x270,40,M,Kelseyville,New Jersey,2024-03-20,Regular,True
1486,Bobby Rojas,mathew00@example.org,(903)215-2679,40,Other,Kevinborough,Arkansas,2024-02-09,Occasional,True
1487,Julie Pittman,natasha09@example.org,688-989-1350x72899,54,Other,Ryanhaven,West Virginia,2023-08-09,Occasional,True
1488,Luis Meza,lcoleman@example.com,+1-356-380-6675x103,67,F,Wernerstad,Virginia,2025-09-27,Regular,True
1489,Walter Keller,geraldvaldez@example.com,483-724-8626,61,Other,North Barbara,South Carolina,2024-08-31,Regular,False
1490,Chelsea Smith,sextontonya@example.org,001-734-741-2747x50016,74,M,East Lauren,Connecticut,2025-02-06,Regular,True
1491,Mark Morris,aaronarellano@example.net,(267)871-3041,47,Other,Longstad,Florida,2024-01-25,Premium,True
1492,Edward Cook,kellyanthony@example.org,001-906-482-1328x311,58,F,New Paulton,Louisiana,2024-12-14,Regular,False
1493,Beth Armstrong,smithmarvin@example.com,(662)778-9506x761,72,M,Garnertown,Virginia,2025-06-24,Premium,True
1494,Robert Santos,carlawilson@example.com,(304)507-9711x106,39,M,Tamarastad,Arizona,2023-03-18,Regular,True
1495,Tina Castillo,lbarrett@example.com,557-398-6621x17043,59,F,Christopherberg,Hawaii,2024-02-29,Occasional,True
1496,Brett Rivera,robert29@example.org,+1-717-601-6390,56,Other,Scottbury,Indiana,2023-03-01,Regular,True
1497,Elizabeth Carson,whitney10@example.net,001-984-698-1239x6588,74,F,Carolhaven,California,2024-07-06,Regular,False
1498,Jamie Hays,mercadoheather@example.org,227-454-1728x3080,44,M,Conniemouth,Kansas,2024-10-21,Premium,True
1499,Stephanie Woods,vwashington@example.org,(421)407-0377,26,Other,East Alexandra,South Carolina,2025-05-29,Premium,True
1500,Carol Robinson,anthony26@example.net,6964288985,65,Other,Johnsonberg,Delaware,2025-08-22,Occasional,True
1501,John Watson,tylerthomas@example.com,(977)763-8652,31,M,New Patriciaside,Colorado,2025-08-25,Regular,True
1502,Joseph Adkins,sweeneysarah@example.org,235-625-1333,24,M,North Karenshire,Idaho,2025-09-23,Regular,True
1503,Karen Johnson,xdean@example.com,(569)982-5080x8551,19,F,Dayshire,Massachusetts,2023-01-13,Occasional,True
1504,Steven Mcdaniel,carolyn98@example.net,+1-678-874-2288x549,24,F,Fryeburgh,South Carolina,2025-09-17,Occasional,True
1505,Diana Owen,johnsongeorge@example.com,(210)615-9058x203,23,Other,Deborahstad,Delaware,2025-09-01,Regular,True
1506,Jake Stein,mcclainjennifer@example.com,777-763-7096,32,M,Robertborough,Oregon,2025-01-14,Occasional,True
1507,Daniel Morse,omiller@example.org,001-845-650-3760,46,Other,Lake Christopherton,Iowa,2024-02-26,Premium,True
1508,Robert West,amandarichardson@example.com,385-875-8883x96099,51,M,Harrischester,Montana,2023-11-29,Premium,True
1509,Scott Wood,stevenjohnson@example.com,(607)662-4545x780,60,F,East Cody,Mississippi,2025-02-01,Regular,False
1510,Nichole Martinez,kimberly95@example.org,(909)230-7882x40284,47,Other,Valentineland,Illinois,2023-11-28,Regular,False
1511,David Flores,clarkhenry@example.net,(450)890-5614,26,Other,Stephaniefort,South Dakota,2023-03-28,Occasional,True
1512,Kathryn Mooney MD,monica94@example.com,466-688-7258x3367,55,Other,Port Leahview,Rhode Island,2025-08-01,Regular,False
1513,David Brown,jenna47@example.com,805-438-9405,51,Other,East Danielleborough,Florida,2025-02-24,Occasional,True
1514,Sherry Moreno,abbottsean@example.com,+1-912-376-2797x12464,40,F,Lake Melindashire,Arkansas,2024-12-19,Occasional,True
1515,Sally Padilla,emilythompson@example.net,(238)238-0751,69,M,Lake Devinmouth,Illinois,2024-03-05,Regular,True
1516,Michael Mitchell,kathyhull@example.org,(456)220-1234x596,41,F,Brettville,Illinois,2023-12-28,Regular,True
1517,Christopher Mitchell,manuelfields@example.com,001-267-975-4063x27102,37,M,Port Vanessa,Oregon,2023-01-12,Premium,True
1518,Casey Baker,toddmason@example.org,+1-589-894-5532,40,F,Lopezhaven,Georgia,2023-07-27,Regular,True
1519,Leon Dixon,vanessaroberson@example.net,940-832-8942x0474,62,F,Bookerfurt,Missouri,2024-03-24,Regular,True
1520,Raymond Rodriguez,davidsimmons@example.com,001-227-853-6798,18,F,Davidtown,New Jersey,2024-08-18,Regular,True
1521,Aaron Wolfe,brian02@example.net,(391)676-8156,68,M,Chrismouth,Maryland,2023-11-21,Occasional,True
1522,Christopher Lee,bryanchaney@example.com,+1-618-972-0111x0536,30,F,West Jodi,Wisconsin,2023-02-06,Occasional,False
1523,Carla Campos,pvaughn@example.com,001-725-459-7539,43,M,Port Jamesbury,Connecticut,2025-09-29,Premium,False
1524,Kelli Newton,bwaters@example.net,+1-270-615-2830,71,F,Lake Mia,Maryland,2023-06-08,Premium,True
1525,Brandon Donovan,dustin15@example.com,001-573-664-2752x79171,23,F,Petersonmouth,Nevada,2023-11-02,Occasional,True
1526,Michael Robinson,wesleyhess@example.org,481-684-3071x126,51,Other,Port Janetton,Maine,2023-04-22,Occasional,True
1527,Robert Miller,dariusrodriguez@example.com,834.747.2527x9691,36,Other,South Jimmouth,Idaho,2024-04-14,Occasional,True
1528,Joshua Travis,jwilliams@example.com,(715)974-6082,44,M,North Emily,Pennsylvania,2023-05-01,Premium,True
1529,Joseph Anderson,megan07@example.net,(384)219-3738x7624,26,F,Samanthastad,Kentucky,2023-12-09,Premium,False
1530,Joshua Stewart,xguerra@example.org,(997)877-8653x22526,57,F,Peterston,Utah,2024-12-01,Regular,False
1531,Jacqueline Wilkins,alexa09@example.com,(315)456-7576,30,F,West Kelly,Montana,2023-08-20,Premium,True
1532,Kevin Butler,jordandavis@example.net,(699)795-0654x09352,21,Other,South Vanessatown,Vermont,2024-06-24,Premium,True
1533,Calvin Smith,smoody@example.org,391.857.1886x75566,24,F,Orozcobury,Arizona,2025-01-09,Regular,True
1534,Rick Boyle,eric79@example.org,734.815.0878,63,F,Lindsayland,Indiana,2023-12-12,Occasional,True
1535,Melanie Macias,robertjames@example.net,(737)419-0141,32,M,South David,Illinois,2023-07-22,Premium,True
1536,Matthew Macdonald,qblackwell@example.net,913.220.1271x580,49,M,Littleside,Tennessee,2024-04-25,Regular,False
1537,David Dixon,dwhitney@example.net,322.213.1487x44539,37,F,Port Johnmouth,Alaska,2025-05-31,Regular,False
1538,John Thompson,bushjeremy@example.com,824-897-8281x795,62,M,Blackstad,Delaware,2023-09-28,Regular,True
1539,David Lawson,patrick92@example.org,001-990-868-3173x48444,71,M,Lake Nicoleshire,Rhode Island,2023-10-27,Premium,True
1540,Cory Foster,gravesandrew@example.com,690.815.3887x645,67,F,North Nicholas,Louisiana,2023-04-21,Premium,False
1541,Kyle Holt,jtrevino@example.org,(613)453-4468x197,29,M,North Benjamintown,Wisconsin,2024-05-30,Regular,False
1542,Donald Bowman,justin20@example.net,(897)830-5350x37196,71,M,Bartonburgh,New York,2025-07-30,Premium,True
1543,Joshua Gomez,rhayes@example.com,+1-889-260-3834x0256,42,F,New Crystalside,Tennessee,2025-04-03,Premium,True
1544,Travis Estrada,steven51@example.com,471-701-0155x363,30,F,Lake Ericview,Wisconsin,2025-02-07,Occasional,True
1545,Donna Andrews,nrios@example.com,697-871-2644x530,51,Other,Virginiaville,Texas,2023-12-09,Premium,False
1546,Jessica Holland,aliciabell@example.com,001-304-205-0417,42,Other,Herreraville,Kansas,2022-12-29,Regular,True
1547,Emily Phillips,nbailey@example.net,(604)907-7213x999,28,Other,Matthewstad,Vermont,2023-12-11,Occasional,True
1548,Kathryn George,wknox@example.com,461-920-2515,65,Other,Port Nathanmouth,New Hampshire,2023-10-10,Occasional,True
1549,David Horn,sydney50@example.net,(776)527-3021,34,F,Claytonchester,Missouri,2025-12-02,Occasional,True
1550,Christina Saunders,rachelchurch@example.org,(668)281-9918x643,30,F,West Garychester,Montana,2024-10-17,Premium,True
1551,Melissa Erickson,harrisdonna@example.com,611-269-8499,25,M,Richardstad,Alaska,2024-01-05,Occasional,False
1552,Katherine Ruiz,michaelpatterson@example.org,305-635-3860x1800,38,M,Roberthaven,New Mexico,2023-09-04,Premium,True
1553,Joshua Davis,hmiller@example.net,352-884-9710x764,55,M,Margaretfort,Louisiana,2024-04-16,Regular,True
1554,Robert Bean,blopez@example.org,(690)344-9344x368,18,M,Lake Johnstad,Kansas,2025-08-02,Occasional,False
1555,Tony Davis,megan09@example.org,001-760-519-9155x31526,62,Other,Kevinberg,Tennessee,2025-10-26,Premium,True
1556,Heather Dunlap,allisonlindsay@example.net,001-797-392-4431x346,67,M,Harrisview,Maine,2023-06-21,Premium,True
1557,Richard Richardson,gibsonkathryn@example.org,550-560-5351x84055,49,M,West Matthew,Indiana,2024-08-25,Occasional,True
1558,Michelle Wright,ffoster@example.org,001-534-494-8551x99986,66,Other,West Caseyton,Kansas,2025-09-23,Premium,True
1559,Larry Reeves,leonardsmith@example.com,(260)836-3313,40,Other,North Calvin,Arkansas,2025-05-13,Premium,True
1560,Peter Stafford,rwhite@example.com,264-937-5992x36064,26,F,Priceton,Nevada,2025-01-07,Premium,True
1561,Eric Chapman,michelleosborne@example.org,517-746-3225x329,53,Other,Shaneland,Vermont,2024-09-03,Regular,False
1562,Kenneth Zavala,christopherstevenson@example.org,995-954-3402x4609,64,M,Michaelbury,Virginia,2024-01-10,Premium,False
1563,Justin Allison,johnsonsarah@example.org,+1-884-366-1106x0451,40,Other,Leonmouth,Maryland,2023-08-13,Premium,True
1564,Sandra Dorsey,boltonjamie@example.net,376-529-3304x3015,75,M,Maryhaven,Maryland,2025-09-17,Regular,False
1565,Stephanie Norton,jenkinsbrandy@example.net,001-559-612-6647x187,53,F,Port Taraton,Texas,2023-06-22,Occasional,False
1566,Stephen Johnson,brianfuentes@example.net,(972)599-7305x3195,30,Other,Smithtown,Louisiana,2025-12-15,Premium,True
1567,Lori Taylor,jacobsandoval@example.com,+1-448-676-5769x8726,38,Other,Matthewhaven,Rhode Island,2025-02-10,Regular,True
1568,Emily Campbell,adominguez@example.org,763-497-2671x10022,73,Other,South Michelleside,Illinois,2025-04-20,Occasional,True
1569,Brian Francis,thomasmcclain@example.org,535.253.3631,22,Other,New Paul,Montana,2025-11-03,Premium,False
1570,Jessica Mora,xmorales@example.net,845.980.9465x809,36,F,North John,Nebraska,2023-03-05,Occasional,True
1571,Donna Martinez,josephreyes@example.org,587.554.6856,47,M,South Meghan,Michigan,2023-05-18,Occasional,False
1572,Carol Smith,stevespence@example.net,(490)395-6914,64,M,Thompsonchester,Pennsylvania,2024-01-14,Premium,True
1573,Randy Bennett,rutholson@example.net,773.618.1175x73291,67,Other,Kyleville,New Jersey,2024-11-28,Premium,True
1574,Megan Dillon,huffmantimothy@example.net,(250)423-2121x97843,64,M,Gravesmouth,Connecticut,2024-05-22,Occasional,False
1575,Andres Reed,jerrymanning@example.org,627-708-7602,30,Other,Seanbury,Louisiana,2025-10-13,Occasional,False
1576,Jonathan Lopez,wrightkayla@example.com,+1-741-431-8402x80816,67,Other,Hintonshire,South Carolina,2024-11-05,Premium,True
1577,Cindy Watts,connor28@example.net,+1-553-309-4803x8281,38,F,Charlesburgh,Colorado,2023-10-14,Occasional,True
1578,Sean Hardy,ywilliams@example.net,(210)710-8680,25,M,East Vickie,Wyoming,2024-10-10,Occasional,True
1579,Morgan Dennis,tammylee@example.com,9957736665,20,M,Cameronfurt,New Hampshire,2024-01-11,Premium,True
1580,John Hunter,mmiller@example.com,(314)914-0094,30,M,South John,West Virginia,2024-09-29,Regular,True
1581,Tina Bennett,charlotte60@example.com,(443)526-2991,24,M,Aprilshire,Oregon,2025-04-21,Occasional,False
1582,Terri Mcdowell,jessica09@example.org,+1-623-875-4597x0383,60,F,Welchmouth,Oregon,2025-02-25,Occasional,True
1583,Joanna Blair,webbkimberly@example.org,001-840-683-4877x56858,21,F,Barbaraville,Alabama,2023-01-14,Premium,True
1584,Lonnie King,kmurphy@example.com,+1-711-781-6270x550,18,M,Tracyport,Nebraska,2025-09-24,Occasional,False
1585,Amanda Matthews,martinezamanda@example.org,8889189391,74,M,Lucashaven,Kansas,2025-12-18,Regular,True
1586,Kristy Powell,katherine49@example.net,429.900.4356,41,Other,North Rachelstad,New Jersey,2025-04-26,Occasional,False
1587,Raymond Houston,debra30@example.net,001-283-541-8904x3827,70,F,North Peterbury,Pennsylvania,2024-08-17,Occasional,True
1588,Jennifer Clark,joshua20@example.org,536.805.4422,70,Other,South Carolborough,West Virginia,2023-07-01,Regular,True
1589,Angela Woodard,joelchan@example.net,419-932-5785x483,64,M,Millerton,Wyoming,2025-04-03,Regular,True
1590,Jared Ibarra MD,thomas70@example.com,8469436234,31,Other,Charlesfort,Arkansas,2025-06-04,Premium,True
1591,Norma Hill,avilacharles@example.net,(856)394-8067x230,64,M,Jasonmouth,South Dakota,2025-04-01,Occasional,False
1592,Kevin Mckenzie,manuel03@example.org,(290)742-9711x8625,30,M,Jessicamouth,Arkansas,2024-01-22,Occasional,True
1593,James Reeves,eric52@example.org,+1-425-299-8713,54,Other,Lopeztown,North Dakota,2023-12-16,Premium,False
1594,Amy Foster,brian47@example.com,(463)945-4607x97273,65,M,New Jeffrey,Louisiana,2024-03-22,Occasional,True
1595,Matthew Grant,ewhite@example.com,(451)237-5733,61,F,South Brianside,Massachusetts,2025-02-03,Occasional,False
1596,Jason Garcia,vrice@example.org,+1-956-467-2137,74,M,Webstermouth,Michigan,2025-02-05,Premium,True
1597,Christopher Morgan,susan50@example.com,(367)473-6586,53,F,South Zachary,Nevada,2025-03-10,Occasional,True
1598,Patricia Fitzpatrick,chandlerryan@example.com,001-214-805-4598,60,M,East Deanfurt,Ohio,2023-06-23,Occasional,False
1599,Yvette Herman,jeffreynelson@example.com,420.521.4997,40,F,East Sarah,West Virginia,2025-03-04,Occasional,True
1600,Daniel Todd,lrios@example.net,266-303-3456,72,F,West Joshuabury,Florida,2023-07-27,Regular,False
1601,Peter Jacobson,fmooney@example.com,(661)324-0880,70,Other,Lunashire,Kentucky,2023-03-27,Regular,True
1602,Michael Richardson,jeremiahoconnell@example.org,+1-517-670-8977,54,Other,Mooreborough,Kentucky,2025-07-22,Premium,False
1603,Mr. Gilbert Richardson,westtyler@example.net,743.900.4169x5932,67,Other,Vanessaport,New York,2024-09-29,Occasional,True
1604,Julie Hunter,kathryncaldwell@example.org,7168530350,41,F,New Michelleview,Delaware,2024-07-28,Regular,False
1605,Karen Montoya,coxjessica@example.net,239-702-7551x877,18,Other,North Jasonview,Maryland,2025-12-17,Premium,True
1606,Jamie Russo,claytonkathryn@example.net,772-758-2975,56,M,New Jamie,Nebraska,2025-02-09,Occasional,True
1607,Edward Gross,patriciakelly@example.net,(451)352-4307x53054,74,F,East Haleyfurt,Texas,2024-06-04,Premium,True
1608,Kevin Carlson,sandra74@example.org,7124789316,32,M,West Craig,Rhode Island,2025-03-30,Regular,True
1609,Annette Yu,gregorygay@example.com,+1-750-969-5614x1124,67,Other,New Cassandramouth,West Virginia,2023-12-26,Regular,True
1610,Calvin Lamb,morrowlorraine@example.net,7872083184,24,M,Taylorbury,Oklahoma,2025-01-27,Regular,True
1611,Yolanda Vazquez,lauravasquez@example.org,903.366.1548x49634,27,M,Johnchester,Michigan,2025-12-19,Regular,True
1612,Jennifer Weaver,patrickperez@example.net,827.980.7973,74,Other,East Leestad,North Carolina,2025-08-02,Premium,True
1613,Isaiah Barton,ronaldwood@example.org,+1-704-477-6446x2125,34,F,Brittanyfort,Utah,2024-02-19,Premium,False
1614,Austin Sanders,uvillanueva@example.net,001-616-387-6737x463,54,M,South Steve,Connecticut,2023-08-28,Occasional,True
1615,Anita Marshall,michealmyers@example.com,4867786049,64,F,West Susan,New Jersey,2025-01-01,Regular,True
1616,Jeffery Kramer,stephenstrevor@example.org,(304)888-2943x42880,49,Other,Braytown,Washington,2023-06-24,Occasional,True
1617,Christine Cochran,valdezjoyce@example.org,(825)757-0578x202,56,Other,Fordhaven,Nebraska,2023-08-13,Regular,True
1618,Connor Bray,james64@example.net,794-333-1790x23534,64,Other,North Dylan,Colorado,2024-07-14,Regular,True
1619,Anthony Silva,amandaruiz@example.org,(637)509-8550x99146,67,M,Allenton,Nevada,2025-02-02,Regular,True
1620,John Saunders,bwall@example.org,(318)909-6838x4469,74,F,Hillview,Michigan,2023-01-09,Regular,True
1621,Amanda Church,jenniferarnold@example.com,001-412-589-4927x460,73,M,West Robertport,Vermont,2024-12-13,Occasional,True
1622,Jacqueline Mckay,vjohnson@example.net,(565)404-8759x0443,58,Other,Williamsfort,Texas,2023-12-11,Regular,True
1623,Tony Franklin,uallen@example.net,251-415-4743x20016,37,Other,East Robert,Maine,2024-09-04,Premium,True
1624,William Weeks,christina52@example.net,358-438-0018x245,52,Other,North Michaelchester,Indiana,2025-11-18,Premium,True
1625,Henry Adams,hernandezanthony@example.org,384-423-9062,50,Other,South Christopher,Arkansas,2025-06-29,Premium,True
1626,Melissa Wiggins,mosleytimothy@example.com,+1-568-556-0651x09958,21,Other,Maysside,Indiana,2023-01-16,Occasional,False
1627,Andre Vaughn,troy55@example.net,(844)613-8176,46,Other,Tracystad,Kansas,2024-01-24,Occasional,True
1628,Monique Perkins,matthew21@example.org,(435)212-9950,32,F,Michelleton,South Dakota,2024-07-16,Regular,False
1629,Kimberly Caldwell,beardbryan@example.net,+1-984-322-3691x30716,27,M,Davidfort,Maryland,2025-05-04,Regular,True
1630,Keith Collins,richmondshawn@example.net,910.819.0427x57861,48,Other,Port Carolyn,North Dakota,2024-01-23,Occasional,True
1631,Kelli Moore,perezbrenda@example.org,(575)546-1776x3527,53,F,Martinville,Nevada,2024-07-08,Regular,True
1632,Caleb Knight DDS,michael66@example.org,001-206-981-8702x20638,43,Other,Clarkbury,Arkansas,2024-10-09,Regular,True
1633,Ronnie Francis,waltergordon@example.com,929-758-3371,66,M,East Aimeehaven,South Dakota,2025-10-04,Regular,True
